pincode,district,state_name,latitude,longitude
110001,NEW DELHI,DELHI,28.60612,77.220929
110002,CENTRAL,DELHI,28.635194,77.237391
110003,SOUTH,DELHI,28.595196,77.228388
110004,NEW DELHI,DELHI,28.621083,77.196139
110005,CENTRAL,DELHI,27.822292,77.1645
110006,CENTRAL,DELHI,28.652008,77.224192
110007,NORTH,DELHI,28.673593,77.205318
110008,WEST,DELHI,28.642639,77.1754
110009,NORTH,DELHI,28.703854,77.199312
110010,NEW DELHI,DELHI,28.349476,77.136562
110011,NEW DELHI,DELHI,28.610986,77.213806
110012,WEST,DELHI,28.636361,77.161333
110013,SOUTH EAST,DELHI,28.589486,77.246458
110014,SOUTH,DELHI,28.579201,77.253806
110015,WEST,DELHI,28.657799,77.131258
110016,SOUTH,DELHI,28.545704,77.199657
110017,SOUTH,DELHI,28.531974,77.214617
110018,WEST,DELHI,28.645369,77.098116
110019,SOUTH EAST,DELHI,28.539729,77.270389
110020,SOUTH,DELHI,28.544964,77.271299
110021,NEW DELHI,DELHI,28.592486,77.166375
110022,NEW DELHI,DELHI,28.563639,77.172493
110023,NEW DELHI,DELHI,28.575494,77.204294
110024,SOUTH EAST,DELHI,28.563847,77.234022
110025,SOUTH EAST,DELHI,28.557828,77.279617
110026,WEST,DELHI,28.658086,77.13171
110027,WEST,DELHI,28.642537,77.116871
110028,NEW DELHI,DELHI,28.63132,77.136884
110029,SOUTH,DELHI,28.588833,77.179713
110030,SOUTH,DELHI,28.51975,77.184563
110031,SHAHDARA,DELHI,28.669238,77.274329
110032,SHAHDARA,DELHI,28.672823,77.297265
110033,NORTH,DELHI,28.723718,77.171
110034,NORTH WEST,DELHI,28.695147,77.137484
110035,NORTH WEST,DELHI,28.680592,77.162649
110036,NORTH,DELHI,28.798015,77.119784
110037,NEW DELHI,DELHI,28.54615,77.106633
110038,NEW DELHI,DELHI,28.519694,77.119903
110039,NORTH,DELHI,28.799694,77.038056
110040,NORTH WEST,DELHI,28.849455,77.087049
110041,WEST,DELHI,28.672674,77.031916
110042,NORTH,DELHI,28.741791,77.136697
110043,SOUTH WEST,DELHI,28.558127,77.526661
110044,SOUTH,DELHI,28.515795,77.265135
110045,SOUTH WEST,DELHI,26.361627,77.367105
110046,NEW DELHI,DELHI,28.611056,77.105861
110047,SOUTH,DELHI,28.464889,77.131472
110048,SOUTH EAST,DELHI,28.541769,77.23887
110049,SOUTH,DELHI,28.5595,77.217911
110051,SHAHDARA,DELHI,28.660646,77.29134
110052,NORTH,DELHI,28.681783,77.177639
110053,NORTH EAST,DELHI,28.654358,77.25887
110054,CENTRAL,DELHI,28.687275,77.224215
110055,CENTRAL,DELHI,28.63791,77.199383
110056,NORTH WEST,DELHI,28.682722,77.111111
110057,NEW DELHI,DELHI,28.562944,77.157583
110058,WEST,DELHI,28.628736,77.096548
110059,WEST,DELHI,28.623015,77.17212
110060,CENTRAL,DELHI,28.636722,77.183111
110061,NEW DELHI,DELHI,28.536556,77.284694
110062,SOUTH,DELHI,28.518088,77.238588
110063,WEST,DELHI,28.668559,77.111121
110064,WEST,DELHI,28.624723,75.915985
110065,SOUTH EAST,DELHI,28.561026,77.252198
110066,NEW DELHI,DELHI,28.562556,77.178139
110067,NEW DELHI,DELHI,28.548398,77.173
110068,SOUTH,DELHI,28.501222,77.200306
110069,NEW DELHI,DELHI,28.622583,77.212722
110070,NEW DELHI,DELHI,28.520824,77.157796
110071,SOUTH WEST,DELHI,28.570904,77.185245
110072,SOUTH WEST,DELHI,28.644252,77.458519
110073,SOUTH WEST,DELHI,27.099875,80.681096
110074,SOUTH,DELHI,28.501062,77.186785
110075,SOUTH WEST,DELHI,28.588594,77.050114
110076,SOUTH,DELHI,28.528278,77.300389
110077,SOUTH WEST,DELHI,28.568251,77.062894
110078,SOUTH WEST,DELHI,28.613895,77.065442
110080,SOUTH,DELHI,28.50657,77.240398
110081,NORTH WEST,DELHI,28.734917,77.005555
110082,NORTH,DELHI,28.772167,77.119
110083,NORTH WEST,DELHI,28.698194,77.088431
110084,NORTH,DELHI,28.75393,77.198285
110085,NORTH WEST,DELHI,28.712419,77.133019
110086,NORTH WEST,DELHI,28.699312,77.076407
110087,WEST,DELHI,28.675387,77.086535
110088,NORTH,DELHI,28.703796,77.163241
110089,NORTH WEST,DELHI,28.734806,77.1325
110090,NORTH EAST,DELHI,28.703451,77.288765
110091,EAST,DELHI,28.623917,77.302806
110092,EAST,DELHI,28.657012,77.290799
110093,NORTH EAST,DELHI,28.689929,77.307066
110094,NORTH EAST,DELHI,28.696148,77.29725
110095,SHAHDARA,DELHI,28.680318,77.317744
110096,EAST,DELHI,28.616201,77.327583
110097,SOUTH WEST,DELHI,28.524946,77.071004
110099,NORTH WEST,DELHI,28.720596,77.080909
110110,NORTH WEST,DELHI,28.7158,77.11
121001,FARIDABAD,HARYANA,28.33233,77.45534
121002,FARIDABAD,HARYANA,28.455964,77.328433
121003,FARIDABAD,HARYANA,28.425841,77.313625
121004,PALWAL,HARYANA,27.988982,77.850099
121005,FARIDABAD,HARYANA,28.380694,77.294389
121006,FARIDABAD,HARYANA,28.371881,77.320843
121007,FARIDABAD,HARYANA,28.38732,77.322357
121008,FARIDABAD,HARYANA,28.391778,77.302139
121009,FARIDABAD,HARYANA,28.488111,77.294583
121010,FARIDABAD,HARYANA,28.510619,77.639964
121012,FARIDABAD,HARYANA,28.391778,77.302139
121013,FARIDABAD,HARYANA,28.391778,77.302139
121014,FARIDABAD,HARYANA,28.4726,77.4848
121015,FARIDABAD,HARYANA,28.3453,77.2965
121101,FARIDABAD,HARYANA,27.120631,81.514458
121102,PALWAL,HARYANA,26.937581,77.492907
121103,PALWAL,HARYANA,29.067792,78.475406
121105,PALWAL,HARYANA,28.02213,77.11061
121106,PALWAL,HARYANA,28.477449,76.940447
121107,PALWAL,HARYANA,27.412368,76.83257
122001,GURUGRAM,HARYANA,28.46114,77.029516
122002,GURUGRAM,HARYANA,28.466093,77.105835
122003,GURUGRAM,HARYANA,28.449601,77.065221
122004,GURUGRAM,HARYANA,28.413813,76.992963
122005,GURUGRAM,HARYANA,28.505611,77.071056
122006,GURUGRAM,HARYANA,28.469852,77.032577
122007,GURUGRAM,HARYANA,28.462,77.031639
122008,GURUGRAM,HARYANA,28.462,77.031639
122009,GURUGRAM,HARYANA,28.340889,76.756194
122010,GURUGRAM,HARYANA,28.466093,77.105835
122011,GURUGRAM,HARYANA,28.462,77.031639
122012,GURUGRAM,HARYANA,28.413887,76.993194
122015,GURUGRAM,HARYANA,28.497361,77.063056
122016,GURUGRAM,HARYANA,28.496583,77.085278
122017,GURUGRAM,HARYANA,28.484617,77.031593
122018,GURUGRAM,HARYANA,28.462,77.031639
122051,GURUGRAM,HARYANA,28.343123,76.940183
122052,GURUGRAM,HARYANA,28.342,76.936472
122098,GURUGRAM,HARYANA,28.391382,77.051193
122101,GURUGRAM,HARYANA,28.391672,77.051938
122102,GURUGRAM,HARYANA,28.347121,77.064335
122103,GURUGRAM,HARYANA,28.261108,77.065946
122104,NUH,HARYANA,27.785818,76.946252
122105,NUH,HARYANA,28.222943,76.940421
122107,NUH,HARYANA,28.096554,76.901945
122108,NUH,HARYANA,27.9204,76.984468
122413,GURUGRAM,HARYANA,29.387631,77.446429
122414,GURUGRAM,HARYANA,28.274486,76.731412
122502,REWARI,HARYANA,28.291429,76.695731
122503,GURUGRAM,HARYANA,28.326807,76.777235
122504,GURUGRAM,HARYANA,28.450534,77.040562
122505,GURUGRAM,HARYANA,28.424405,76.917789
122506,GURUGRAM,HARYANA,28.447298,76.824876
122508,NUH,HARYANA,27.826964,77.178632
123001,MAHENDRAGARH,HARYANA,28.058876,76.149726
123021,MAHENDRAGARH,HARYANA,28.100882,76.253627
123023,MAHENDRAGARH,HARYANA,27.892472,76.110556
123024,MAHENDRAGARH,HARYANA,28.378714,75.964754
123027,MAHENDRAGARH,HARYANA,28.336193,76.30647
123028,MAHENDRAGARH,HARYANA,28.141741,76.127373
123029,MAHENDRAGARH,HARYANA,28.260033,76.140422
123031,MAHENDRAGARH,HARYANA,28.271019,76.149389
123034,MAHENDRAGARH,HARYANA,28.274317,76.222115
123035,REWARI,HARYANA,28.356181,76.623369
123101,REWARI,HARYANA,28.202367,76.542829
123102,REWARI,HARYANA,28.146429,76.395315
123103,REWARI,HARYANA,28.192922,76.398338
123106,REWARI,HARYANA,28.23133,76.801255
123110,REWARI,HARYANA,28.233556,77.803278
123301,REWARI,HARYANA,28.358941,76.53534
123302,REWARI,HARYANA,28.399266,76.48367
123303,REWARI,HARYANA,28.409672,76.397097
123401,REWARI,HARYANA,28.202418,76.598951
123411,REWARI,HARYANA,28.295285,76.38381
123412,REWARI,HARYANA,28.123431,76.535583
123501,REWARI,HARYANA,28.070166,76.580006
124001,ROHTAK,HARYANA,28.761072,76.602556
124010,ROHTAK,HARYANA,28.684752,76.612093
124021,ROHTAK,HARYANA,28.527603,76.410575
124022,ROHTAK,HARYANA,28.743608,76.641279
124102,JHAJJAR,HARYANA,28.741852,76.881816
124103,JHAJJAR,HARYANA,28.659332,76.638429
124104,JHAJJAR,HARYANA,28.704285,76.657955
124105,JHAJJAR,HARYANA,28.599872,76.820584
124106,JHAJJAR,HARYANA,28.691452,76.480047
124107,JHAJJAR,HARYANA,28.69613,76.785904
124108,JHAJJAR,HARYANA,28.703402,76.529116
124109,JHAJJAR,HARYANA,28.500947,76.570953
124111,ROHTAK,HARYANA,28.76585,76.495183
124112,ROHTAK,HARYANA,28.752082,76.492013
124113,ROHTAK,HARYANA,28.65177,76.627161
124141,JHAJJAR,HARYANA,28.895583,76.592528
124142,JHAJJAR,HARYANA,28.533228,76.385964
124146,JHAJJAR,HARYANA,28.64579,76.702381
124201,JHAJJAR,HARYANA,28.695198,76.551921
124202,ROHTAK,HARYANA,28.673484,76.597105
124303,ROHTAK,HARYANA,28.698341,76.522423
124401,ROHTAK,HARYANA,28.654444,76.591614
124404,JHAJJAR,HARYANA,28.650385,76.850207
124406,ROHTAK,HARYANA,28.714779,76.608791
124411,ROHTAK,HARYANA,28.536622,76.374906
124412,ROHTAK,HARYANA,28.659227,76.583246
124501,JHAJJAR,HARYANA,28.622588,76.727685
124504,JHAJJAR,HARYANA,28.669366,76.801399
124505,JHAJJAR,HARYANA,28.696701,76.874014
124506,JHAJJAR,HARYANA,28.708542,76.902704
124507,JHAJJAR,HARYANA,28.683538,76.907763
124508,JHAJJAR,HARYANA,28.645873,76.915459
124513,ROHTAK,HARYANA,29.010028,76.378172
124514,ROHTAK,HARYANA,28.719985,76.544766
125001,HISAR,HARYANA,29.157807,75.913236
125004,HISAR,HARYANA,29.379998,75.544445
125005,HISAR,HARYANA,29.082737,75.743133
125006,HISAR,HARYANA,29.112347,75.660878
125007,HISAR,HARYANA,29.14644,75.563496
125011,HISAR,HARYANA,29.207074,75.685061
125033,HISAR,HARYANA,28.968906,76.267817
125037,HISAR,HARYANA,28.944861,75.826083
125038,HISAR,HARYANA,29.189575,76.224583
125039,HISAR,HARYANA,29.224611,75.972083
125042,HISAR,HARYANA,29.108694,75.235103
125044,HISAR,HARYANA,29.128833,75.784472
125047,HISAR,HARYANA,29.355851,75.673562
125048,FATEHABAD,HARYANA,29.335396,74.373691
125049,HISAR,HARYANA,29.159444,75.571086
125050,FATEHABAD,HARYANA,29.51417,75.453887
125051,FATEHABAD,HARYANA,29.670281,75.576135
125052,HISAR,HARYANA,28.186126,75.472639
125053,FATEHABAD,HARYANA,29.381033,75.119752
125054,SIRSA,HARYANA,29.546139,75.214833
125055,SIRSA,HARYANA,29.528023,75.075133
125056,SIRSA,HARYANA,29.534778,75.032083
125058,SIRSA,HARYANA,29.450306,75.119333
125060,SIRSA,HARYANA,29.553359,75.10938
125075,SIRSA,HARYANA,29.527528,74.739472
125076,SIRSA,HARYANA,29.523583,74.840639
125077,SIRSA,HARYANA,29.765417,74.899278
125078,SIRSA,HARYANA,29.699361,75.011618
125101,SIRSA,HARYANA,29.780222,74.524306
125102,SIRSA,HARYANA,29.449083,74.662861
125103,SIRSA,HARYANA,29.78325,74.747722
125104,SIRSA,HARYANA,29.959759,74.698538
125106,FATEHABAD,HARYANA,29.674556,75.730111
125110,SIRSA,HARYANA,29.371028,75.126139
125111,FATEHABAD,HARYANA,29.210083,75.695882
125112,FATEHABAD,HARYANA,29.574333,75.786306
125113,HISAR,HARYANA,29.506583,76.338222
125120,FATEHABAD,HARYANA,29.717433,75.861157
125121,HISAR,HARYANA,29.346926,74.38476
125133,FATEHABAD,HARYANA,29.774698,75.724354
125201,SIRSA,HARYANA,29.82675,74.975417
126101,JIND,HARYANA,29.402833,76.973444
126102,JIND,HARYANA,29.309785,76.296721
126110,JIND,HARYANA,29.380444,76.450528
126111,JIND,HARYANA,29.465667,76.454806
126112,JIND,HARYANA,29.402069,76.611528
126113,JIND,HARYANA,29.49355,76.096783
126114,JIND,HARYANA,29.548003,76.141787
126115,JIND,HARYANA,29.467319,76.180942
126116,JIND,HARYANA,29.590278,76.109917
126125,JIND,HARYANA,29.431833,76.372111
126152,JIND,HARYANA,29.581468,76.09373
127021,BHIWANI,HARYANA,28.7752,75.9928
127022,CHARKI DADRI,HARYANA,28.4614,76.2609
127025,CHARKI DADRI,HARYANA,28.7784,76.3418
127026,CHARKI DADRI,HARYANA,28.605146,76.144168
127027,BHIWANI,HARYANA,28.8837,76.2392
127028,BHIWANI,HARYANA,28.6296,75.6179
127029,BHIWANI,HARYANA,28.6995,75.8708
127030,BHIWANI,HARYANA,28.6358,75.9434
127031,BHIWANI,HARYANA,28.862,76.1407
127032,BHIWANI,HARYANA,28.9449,76.1258
127035,BHIWANI,HARYANA,28.9639,75.9565
127040,BHIWANI,HARYANA,28.8725,75.9144
127041,BHIWANI,HARYANA,28.9734,76.1958
127042,CHARKI DADRI,HARYANA,28.7129,76.2911
127043,BHIWANI,HARYANA,28.7218,75.7664
127045,BHIWANI,HARYANA,28.9648,75.6063
127046,BHIWANI,HARYANA,28.9084,75.6121
127111,BHIWANI,HARYANA,28.8199,76.0653
127114,BHIWANI,HARYANA,28.828,76.3087
127201,BHIWANI,HARYANA,28.4267,75.804
127306,CHARKI DADRI,HARYANA,28.5921,76.2653
127307,CHARKI DADRI,HARYANA,28.6745,76.3707
127308,CHARKI DADRI,HARYANA,28.5094,75.9376
127309,BHIWANI,HARYANA,28.7084,76.22
127310,CHARKI DADRI,HARYANA,28.5216,76.1508
127311,BHIWANI,HARYANA,28.7158,76.1414
127312,CHARKI DADRI,HARYANA,28.5074,76.0695
131001,SONIPAT,HARYANA,29.000142,77.000203
131021,SONIPAT,HARYANA,28.959635,77.082597
131022,SONIPAT,HARYANA,23.764231,80.145991
131023,SONIPAT,HARYANA,29.14685,76.862428
131024,SONIPAT,HARYANA,29.137171,76.834162
131027,SONIPAT,HARYANA,29.032736,77.074854
131028,SONIPAT,HARYANA,29.003847,76.964146
131029,SONIPAT,HARYANA,28.969072,77.100717
131030,SONIPAT,HARYANA,28.4391,77.3009
131039,SONIPAT,HARYANA,29.079579,77.044593
131101,SONIPAT,HARYANA,29.135161,77.028384
131102,SONIPAT,HARYANA,29.04169,77.020755
131103,SONIPAT,HARYANA,28.91081,77.079381
131301,SONIPAT,HARYANA,29.1255,76.702545
131302,SONIPAT,HARYANA,28.925228,76.509497
131304,SONIPAT,HARYANA,29.140222,76.962411
131305,SONIPAT,HARYANA,29.1912,76.648311
131306,SONIPAT,HARYANA,29.153361,76.787742
131402,SONIPAT,HARYANA,28.8707,76.910101
131403,SONIPAT,HARYANA,29.018539,76.951594
131408,SONIPAT,HARYANA,28.967199,76.815593
131409,SONIPAT,HARYANA,29.349889,77.005056
132001,KARNAL,HARYANA,29.666767,76.772243
132022,KARNAL,HARYANA,29.717611,77.078306
132023,KARNAL,HARYANA,29.695261,77.004344
132024,KARNAL,HARYANA,29.425747,76.940028
132036,KARNAL,HARYANA,29.517639,76.869861
132037,KARNAL,HARYANA,29.509313,76.968767
132039,KARNAL,HARYANA,29.521222,76.607028
132040,KARNAL,HARYANA,29.505361,76.785222
132041,KARNAL,HARYANA,29.608052,76.244784
132046,KARNAL,HARYANA,29.524722,76.116278
132054,KARNAL,HARYANA,29.911194,77.155028
132101,PANIPAT,HARYANA,29.244694,77.009333
132102,PANIPAT,HARYANA,29.211694,77.235167
132103,PANIPAT,HARYANA,29.409786,76.860507
132104,PANIPAT,HARYANA,29.480722,76.542458
132105,PANIPAT,HARYANA,29.392675,76.965036
132106,PANIPAT,HARYANA,29.362139,76.972306
132107,PANIPAT,HARYANA,29.511069,76.295069
132108,PANIPAT,HARYANA,29.347306,76.9805
132113,PANIPAT,HARYANA,29.492819,76.457153
132114,KARNAL,HARYANA,29.328389,76.325701
132115,PANIPAT,HARYANA,29.40825,76.612736
132116,KARNAL,HARYANA,29.566347,76.120589
132117,KARNAL,HARYANA,29.484122,76.953572
132122,PANIPAT,HARYANA,29.505583,76.357208
132140,PANIPAT,HARYANA,29.480846,76.879488
132145,PANIPAT,HARYANA,29.310222,76.900278
132157,KARNAL,HARYANA,28.444978,76.935793
133001,AMBALA,HARYANA,30.358579,76.7977
133004,AMBALA,HARYANA,30.282083,76.809484
133005,AMBALA,HARYANA,30.372527,76.82684
133006,AMBALA,HARYANA,30.332556,76.879833
133008,AMBALA,HARYANA,30.378179,76.776697
133010,AMBALA,HARYANA,28.572633,77.23251
133101,AMBALA,HARYANA,30.338975,76.846183
133102,AMBALA,HARYANA,30.293765,76.871163
133103,YAMUNANAGAR,HARYANA,30.258575,77.114981
133104,AMBALA,HARYANA,29.816143,77.247411
133201,AMBALA,HARYANA,30.223849,77.037058
133202,AMBALA,HARYANA,30.244087,77.122994
133203,AMBALA,HARYANA,30.041537,77.233574
133204,YAMUNANAGAR,HARYANA,30.378422,76.820178
133205,AMBALA,HARYANA,30.226481,76.838736
133206,AMBALA,HARYANA,30.319261,77.230686
133207,AMBALA,HARYANA,30.267498,77.022296
133301,PANCHKULA,HARYANA,30.774278,76.894833
133302,PANCHKULA,HARYANA,30.423803,76.60017
134003,AMBALA,HARYANA,30.373131,76.706358
134005,AMBALA,HARYANA,30.38425,76.771667
134007,AMBALA,HARYANA,30.450867,76.682427
134008,AMBALA,HARYANA,29.784156,76.731088
134101,PANCHKULA,HARYANA,30.782722,76.910278
134102,PANCHKULA,HARYANA,30.750836,76.918033
134103,PANCHKULA,HARYANA,30.634333,76.91525
134104,PANCHKULA,HARYANA,30.782639,76.924722
134105,PANCHKULA,HARYANA,30.38425,76.771667
134107,PANCHKULA,HARYANA,30.723833,76.875917
134108,PANCHKULA,HARYANA,30.706417,76.872778
134109,PANCHKULA,HARYANA,30.672398,76.873371
134112,PANCHKULA,HARYANA,30.657177,76.896253
134113,PANCHKULA,HARYANA,30.680925,76.838079
134114,PANCHKULA,HARYANA,30.721222,76.852583
134116,PANCHKULA,HARYANA,30.565659,76.937756
134117,PANCHKULA,HARYANA,30.669194,76.857861
134118,PANCHKULA,HARYANA,29.926083,76.122445
134201,AMBALA,HARYANA,30.42608,76.874687
134202,AMBALA,HARYANA,30.431553,76.982544
134203,AMBALA,HARYANA,30.546273,76.958074
134204,PANCHKULA,HARYANA,30.602149,76.935725
134205,PANCHKULA,HARYANA,30.442548,76.838019
135001,YAMUNANAGAR,HARYANA,26.855175,76.262423
135002,YAMUNANAGAR,HARYANA,29.799862,77.076348
135003,YAMUNANAGAR,HARYANA,29.427406,77.023703
135004,YAMUNANAGAR,HARYANA,30.175255,77.107029
135021,YAMUNANAGAR,HARYANA,30.340423,77.142845
135101,YAMUNANAGAR,HARYANA,30.264685,77.107382
135102,YAMUNANAGAR,HARYANA,30.351701,76.849685
135103,YAMUNANAGAR,HARYANA,30.293613,77.389827
135106,YAMUNANAGAR,HARYANA,30.385626,77.264121
135133,YAMUNANAGAR,HARYANA,29.832211,77.350479
136020,KAITHAL,HARYANA,29.875369,76.606611
136021,KAITHAL,HARYANA,29.846384,76.663165
136026,KAITHAL,HARYANA,29.762047,76.559555
136027,KAITHAL,HARYANA,29.799966,76.410303
136030,KURUKSHETRA,HARYANA,29.936174,76.551081
136033,KAITHAL,HARYANA,29.799859,76.4173
136034,KAITHAL,HARYANA,29.799859,76.4173
136035,KAITHAL,HARYANA,30.038068,76.298114
136038,KURUKSHETRA,HARYANA,29.570278,76.870306
136042,KAITHAL,HARYANA,29.802463,76.560383
136043,KAITHAL,HARYANA,29.670538,76.5168
136044,KAITHAL,HARYANA,29.57595,76.484933
136117,KAITHAL,HARYANA,29.674897,76.256273
136118,KURUKSHETRA,HARYANA,29.96955,76.850811
136119,KURUKSHETRA,HARYANA,29.955549,76.812926
136128,KURUKSHETRA,HARYANA,29.981417,76.589277
136129,KURUKSHETRA,HARYANA,30.115686,76.666405
136130,KURUKSHETRA,HARYANA,29.973217,76.830346
136131,KURUKSHETRA,HARYANA,29.973217,76.830346
136132,KURUKSHETRA,HARYANA,29.987836,77.040424
136134,KURUKSHETRA,HARYANA,29.9695,76.8782
136135,KURUKSHETRA,HARYANA,29.973217,76.830346
136136,KURUKSHETRA,HARYANA,30.166519,76.709604
136156,KURUKSHETRA,HARYANA,30.083226,76.987197
140001,RUPNAGAR,PUNJAB,30.895777,75.820839
140101,RUPNAGAR,PUNJAB,30.708635,76.665624
140102,RUPNAGAR,PUNJAB,30.908976,76.426916
140103,S.A.S NAGAR,PUNJAB,30.895444,76.391451
140108,RUPNAGAR,PUNJAB,30.717073,76.68426
140109,S.A.S NAGAR,PUNJAB,30.923403,76.514708
140110,S.A.S NAGAR,PUNJAB,30.713829,76.693268
140111,RUPNAGAR,PUNJAB,30.811888,76.298196
140112,RUPNAGAR,PUNJAB,31.135939,76.225864
140113,RUPNAGAR,PUNJAB,30.791622,76.456211
140114,RUPNAGAR,PUNJAB,31.01075,76.45075
140115,RUPNAGAR,PUNJAB,30.786264,76.577931
140116,RUPNAGAR,PUNJAB,31.047944,76.432778
140117,RUPNAGAR,PUNJAB,30.991809,76.384858
140118,RUPNAGAR,PUNJAB,30.96415,76.597636
140119,RUPNAGAR,PUNJAB,30.611406,76.67188
140123,RUPNAGAR,PUNJAB,31.068046,76.410009
140124,RUPNAGAR,PUNJAB,30.771669,76.567735
140125,RUPNAGAR,PUNJAB,30.825291,76.635067
140126,RUPNAGAR,PUNJAB,30.939338,76.369667
140127,RUPNAGAR,PUNJAB,30.966611,75.890287
140128,RUPNAGAR,PUNJAB,30.920851,76.426008
140133,RUPNAGAR,PUNJAB,31.022074,76.380023
140201,S.A.S NAGAR,PUNJAB,30.692051,76.69841
140301,S.A.S NAGAR,PUNJAB,30.966611,76.109086
140306,S.A.S NAGAR,PUNJAB,30.737181,76.503389
140307,S.A.S NAGAR,PUNJAB,30.932674,76.408184
140308,S.A.S NAGAR,PUNJAB,30.690284,76.696088
140401,PATIALA,PUNJAB,30.482139,76.263685
140402,PATIALA,PUNJAB,30.014228,76.651347
140405,FATEHGARH SAHIB,PUNJAB,30.578667,76.339759
140406,FATEHGARH SAHIB,PUNJAB,29.590094,76.190269
140407,FATEHGARH SAHIB,PUNJAB,30.648083,76.39275
140408,FATEHGARH SAHIB,PUNJAB,30.641111,76.512222
140412,FATEHGARH SAHIB,PUNJAB,30.76986,76.502596
140413,S.A.S NAGAR,PUNJAB,30.934556,76.403042
140417,PATIALA,PUNJAB,29.970601,77.145758
140501,S.A.S NAGAR,PUNJAB,30.680355,76.706295
140506,S.A.S NAGAR,PUNJAB,30.660352,76.720039
140507,S.A.S NAGAR,PUNJAB,30.645674,76.733984
140601,PATIALA,PUNJAB,30.554811,76.739339
140602,FATEHGARH SAHIB,PUNJAB,30.542151,76.574583
140603,S.A.S NAGAR,PUNJAB,30.682531,76.729051
140604,S.A.S NAGAR,PUNJAB,30.670333,76.832056
140701,PATIALA,PUNJAB,30.313439,76.355939
140702,PATIALA,PUNJAB,30.296389,76.534272
140802,FATEHGARH SAHIB,PUNJAB,30.76986,76.392596
140901,S.A.S NAGAR,PUNJAB,30.768747,76.7073
141001,LUDHIANA,PUNJAB,30.908158,75.827675
141002,LUDHIANA,PUNJAB,30.868222,75.756667
141003,LUDHIANA,PUNJAB,30.886923,75.861707
141004,LUDHIANA,PUNJAB,30.902389,75.814694
141006,LUDHIANA,PUNJAB,30.858917,75.861639
141007,LUDHIANA,PUNJAB,30.96352,75.916289
141008,LUDHIANA,PUNJAB,30.906686,75.813148
141010,LUDHIANA,PUNJAB,30.894531,75.900282
141012,LUDHIANA,PUNJAB,30.880389,75.790833
141013,LUDHIANA,PUNJAB,30.866047,75.823596
141014,LUDHIANA,PUNJAB,30.86891,75.901074
141015,LUDHIANA,PUNJAB,30.927613,75.92475
141016,LUDHIANA,PUNJAB,30.848,75.8905
141017,LUDHIANA,PUNJAB,30.846,75.948111
141101,LUDHIANA,PUNJAB,30.647473,75.764012
141102,LUDHIANA,PUNJAB,30.387822,76.006109
141103,LUDHIANA,PUNJAB,30.800476,75.704648
141104,LUDHIANA,PUNJAB,31.35132,75.305966
141105,LUDHIANA,PUNJAB,30.754059,75.683716
141106,LUDHIANA,PUNJAB,30.764286,75.651414
141107,LUDHIANA,PUNJAB,29.951124,75.322155
141108,LUDHIANA,PUNJAB,30.73819,75.678554
141109,LUDHIANA,PUNJAB,29.731667,76.805422
141110,LUDHIANA,PUNJAB,30.289705,75.653975
141112,LUDHIANA,PUNJAB,30.940488,75.957811
141113,LUDHIANA,PUNJAB,27.488785,76.446997
141114,LUDHIANA,PUNJAB,30.383988,76.806757
141115,LUDHIANA,PUNJAB,30.973664,76.089887
141116,LUDHIANA,PUNJAB,30.882977,75.587791
141117,LUDHIANA,PUNJAB,30.195554,76.234824
141118,LUDHIANA,PUNJAB,29.173529,78.043733
141119,LUDHIANA,PUNJAB,30.356361,76.138419
141120,LUDHIANA,PUNJAB,30.929652,75.884741
141121,LUDHIANA,PUNJAB,29.330935,79.026648
141122,LUDHIANA,PUNJAB,30.62783,75.552922
141123,LUDHIANA,PUNJAB,30.869596,75.821848
141125,LUDHIANA,PUNJAB,27.45962,76.069801
141126,LUDHIANA,PUNJAB,30.885766,76.010036
141127,LUDHIANA,PUNJAB,27.720456,77.847818
141201,LUDHIANA,PUNJAB,30.762361,75.821306
141202,LUDHIANA,PUNJAB,30.751386,75.746062
141203,LUDHIANA,PUNJAB,30.726334,76.128093
141204,LUDHIANA,PUNJAB,30.153627,75.862416
141205,LUDHIANA,PUNJAB,29.885496,77.259211
141206,LUDHIANA,PUNJAB,30.48092,75.192096
141401,LUDHIANA,PUNJAB,30.689287,74.906222
141411,FATEHGARH SAHIB,PUNJAB,30.719875,76.325641
141412,LUDHIANA,PUNJAB,29.125024,77.168199
141413,LUDHIANA,PUNJAB,31.000141,75.342902
141414,LUDHIANA,PUNJAB,30.669309,76.110543
141415,LUDHIANA,PUNJAB,30.602759,76.064599
141416,LUDHIANA,PUNJAB,30.732414,76.044699
141417,LUDHIANA,PUNJAB,29.527928,77.635292
141418,LUDHIANA,PUNJAB,31.024189,75.84082
141419,LUDHIANA,PUNJAB,30.725255,75.962679
141421,LUDHIANA,PUNJAB,29.81881,76.658866
141422,LUDHIANA,PUNJAB,30.819553,75.662107
141801,FATEHGARH SAHIB,PUNJAB,30.839497,76.295559
142001,MOGA,PUNJAB,30.81337,75.175565
142002,MOGA,PUNJAB,30.82109,75.162737
142003,MOGA,PUNJAB,30.873414,75.128239
142011,MOGA,PUNJAB,30.778188,75.266003
142021,LUDHIANA,PUNJAB,30.841324,75.744574
142022,LUDHIANA,PUNJAB,28.415206,76.222339
142023,LUDHIANA,PUNJAB,30.859631,75.540438
142024,LUDHIANA,PUNJAB,28.539856,75.810739
142025,LUDHIANA,PUNJAB,29.586775,75.5045
